sample,remeshed_cd,clipped_cd,reference_cd,cd_diff_percent,remeshed_cl,clipped_cl,reference_cl,cl_diff_percent,remeshed_pressure_drag,clipped_pressure_drag,pressure_drag_diff_percent,remeshed_viscous_drag,clipped_viscous_drag,viscous_drag_diff_percent
sample_000000000,-31.40457449219721,-31.200063713338107,0.01063650104129467,-0.6512133412599344,-77.36237239144263,-77.64735502631079,-0.3210470191028214,0.36837370165716443,-5.96658985899491,-5.8839248246755105,-1.3854653373698538,-25.53589943006978,-25.41441463448649,-0.4757412047144672
sample_000000001,-42.80960301018441,-41.285300109361906,0.010920735287284166,-3.560656473408252,161.14546399001495,153.90813522839312,0.5692201579942264,-4.491177463158548,-17.276218415447342,-16.529880662225985,-4.320029622651841,-25.709485713016747,-24.923611313747706,-3.0567488126421427
sample_000000002,-151.8518848635239,-151.36198269878332,0.02925488577478964,-0.32261842859631384,463.6588959718834,461.74413179875216,1.620364870261915,-0.41296828115799694,-133.93960740099922,-133.42613705914835,-0.38335959901211847,-19.847751588509382,-19.86332567439687,0.0784677590206382
sample_000000003,-34.69769823887897,-34.79190157052697,0.011212189983345363,0.27149735120596863,-81.79730126016926,-82.29223242776149,-0.309718163380212,0.6050702895661808,-8.406205794411989,-8.33832914260374,-0.8074588401507992,-26.37474667244908,-26.53733046248052,0.6164373521785195
sample_000000004,-38.72689461638734,-38.66059959994199,0.011948138293437204,-0.1711859861268069,145.54194562835104,145.0640301599691,0.5267119595332013,-0.3283695750518091,-13.102824023322537,-13.046711100226807,-0.42825060457082637,-25.74597717360088,-25.73539475477259,-0.04110319354723596
sample_000000005,-20.138109837262682,-19.942335869412894,0.0085737892961425,-0.9721566196224489,86.50352478042022,84.64931587205331,0.27495610475841686,-2.1435067681619002,3.434356537420612,3.410109972566055,-0.7060002242157304,-23.552913803897184,-23.33331237584549,-0.9323747791042157
sample_000000006,-27.29213634280622,-27.18857715380869,0.009291170125372734,-0.3794469868417829,28.138583735242175,27.899164541046805,0.10323524930880776,-0.8508573013058582,-1.8329248717488817,-1.8260871129937983,-0.37305177426935004,-25.467139027589226,-25.370350140045822,-0.38005402742157346
sample_000000007,-26.04198672580458,-25.36952407216008,0.009450300473104701,-2.582224853751919,18.308421853045722,17.90061527537128,0.06675525698529595,-2.2274261591072153,-0.8064915746595563,-0.2841543756151107,-64.76660332935771,-25.23785960915721,-25.087681488771537,-0.5950509381991392
sample_000000008,-79.69516490061274,-79.76325979142325,0.013451634217495508,0.08544419337789728,321.59285988208956,321.61951047689956,1.100510186259752,0.008287060483798939,-55.94086624124375,-55.92178651998891,-0.034106946382546854,-24.468348198024977,-24.555581832150807,0.356516236485762
sample_000000009,-31.26847030406909,-31.398159575856138,0.011563742364325185,0.4147605256217796,38.14927644621797,38.1458273870644,0.14941570428086817,-0.009040955621870314,-4.259352054827687,-4.2454486427387055,-0.32642082434165137,-27.024617993328857,-27.16820926493882,0.5313350651077094
